num,lon,lat
1,127.0589677,37.56338635
2,127.0589677,37.56338635
2,126.8608626,37.55797338
3,127.0785766,37.49946173
3,127.0589677,37.56338635
3,126.8608626,37.55797338
4,127.0785766,37.49946173
4,126.9060274,37.57353209
4,127.0589677,37.56338635
4,126.8608626,37.55797338
5,127.0785766,37.49946173
5,126.9060274,37.57353209
5,127.0589677,37.56338635
5,126.8608626,37.55797338
5,127.1034178,37.50856135
6,127.0668206,37.57603432
6,127.0785766,37.49946173
6,126.9060274,37.57353209
6,127.0589677,37.56338635
6,126.8608626,37.55797338
6,127.1034178,37.50856135
7,127.0668206,37.57603432
7,126.8602541,37.49667843
7,127.0785766,37.49946173
7,126.9060274,37.57353209
7,127.0589677,37.56338635
7,126.8608626,37.55797338
7,127.1034178,37.50856135
8,127.0668206,37.57603432
8,126.8602541,37.49667843
8,127.0785766,37.49946173
8,126.9060274,37.57353209
8,127.0589677,37.56338635
8,126.8608626,37.55797338
8,127.1034178,37.50856135
8,126.8771851,37.50127567
9,127.0668206,37.57603432
9,126.8602541,37.49667843
9,127.0785766,37.49946173
9,126.9060274,37.57353209
9,127.0589677,37.56338635
9,126.8608626,37.55797338
9,127.1034178,37.50856135
9,126.8164535,37.58566613
9,126.8771851,37.50127567
10,127.0668206,37.57603432
10,126.8602541,37.49667843
10,127.0785766,37.49946173
10,126.9060274,37.57353209
10,127.0589677,37.56338635
10,126.8608626,37.55797338
10,127.1034178,37.50856135
10,126.8164535,37.58566613
10,126.8771851,37.50127567
10,126.9022103,37.48427922
11,127.0668206,37.57603432
11,126.8602541,37.49667843
11,127.0169049,37.58936078
11,127.0785766,37.49946173
11,126.9060274,37.57353209
11,127.0589677,37.56338635
11,126.8608626,37.55797338
11,127.1034178,37.50856135
11,126.8164535,37.58566613
11,126.8771851,37.50127567
11,126.9022103,37.48427922
12,127.0668206,37.57603432
12,126.8602541,37.49667843
12,127.0169049,37.58936078
12,127.0785766,37.49946173
12,126.9060274,37.57353209
12,127.0589677,37.56338635
12,126.8608626,37.55797338
12,127.1034178,37.50856135
12,126.8164535,37.58566613
12,126.8771851,37.50127567
12,126.9022103,37.48427922
12,127.0737078,37.55983509
13,127.0668206,37.57603432
13,126.8602541,37.49667843
13,127.0169049,37.58936078
13,126.8270683,37.53885739
13,127.0785766,37.49946173
13,126.9060274,37.57353209
13,127.0589677,37.56338635
13,126.8608626,37.55797338
13,127.1034178,37.50856135
13,126.8164535,37.58566613
13,126.8771851,37.50127567
13,126.9022103,37.48427922
13,127.0737078,37.55983509
14,127.0668206,37.57603432
14,126.8602541,37.49667843
14,127.0169049,37.58936078
14,126.8270683,37.53885739
14,127.0356428,37.49028717
14,127.0785766,37.49946173
14,126.9060274,37.57353209
14,127.0589677,37.56338635
14,126.8608626,37.55797338
14,127.1034178,37.50856135
14,126.8164535,37.58566613
14,126.8771851,37.50127567
14,126.9022103,37.48427922
14,127.0737078,37.55983509
15,127.0668206,37.57603432
15,126.8602541,37.49667843
15,127.0169049,37.58936078
15,126.8270683,37.53885739
15,127.0356428,37.49028717
15,127.0785766,37.49946173
15,126.8475203,37.52995871
15,126.9060274,37.57353209
15,127.0589677,37.56338635
15,126.8608626,37.55797338
15,127.1034178,37.50856135
15,126.8164535,37.58566613
15,126.8771851,37.50127567
15,126.9022103,37.48427922
15,127.0737078,37.55983509
16,127.0668206,37.57603432
16,126.8602541,37.49667843
16,127.0169049,37.58936078
16,126.8270683,37.53885739
16,127.0356428,37.49028717
16,127.0785766,37.49946173
16,126.8475203,37.52995871
16,126.9060274,37.57353209
16,127.129303,37.53658752
16,127.0589677,37.56338635
16,126.8608626,37.55797338
16,127.1034178,37.50856135
16,126.8164535,37.58566613
16,126.8771851,37.50127567
16,126.9022103,37.48427922
16,127.0737078,37.55983509
17,127.0668206,37.57603432
17,126.8602541,37.49667843
17,127.0169049,37.58936078
17,126.8270683,37.53885739
17,127.0356428,37.49028717
17,127.0785766,37.49946173
17,126.8475203,37.52995871
17,126.9060274,37.57353209
17,127.129303,37.53658752
17,126.8316682,37.53077141
17,127.0589677,37.56338635
17,126.8608626,37.55797338
17,127.1034178,37.50856135
17,126.8164535,37.58566613
17,126.8771851,37.50127567
17,126.9022103,37.48427922
17,127.0737078,37.55983509
18,127.0668206,37.57603432
18,126.8602541,37.49667843
18,127.0169049,37.58936078
18,126.8270683,37.53885739
18,127.0356428,37.49028717
18,127.0785766,37.49946173
18,126.8475203,37.52995871
18,126.9060274,37.57353209
18,127.129303,37.53658752
18,126.8316682,37.53077141
18,126.8374145,37.52088897
18,127.0589677,37.56338635
18,126.8608626,37.55797338
18,127.1034178,37.50856135
18,126.8164535,37.58566613
18,126.8771851,37.50127567
18,126.9022103,37.48427922
18,127.0737078,37.55983509
19,127.0668206,37.57603432
19,126.8602541,37.49667843
19,127.0169049,37.58936078
19,126.8270683,37.53885739
19,127.0356428,37.49028717
19,127.0785766,37.49946173
19,126.8475203,37.52995871
19,126.9060274,37.57353209
19,127.129303,37.53658752
19,126.8316682,37.53077141
19,126.8374145,37.52088897
19,127.0589677,37.56338635
19,126.8608626,37.55797338
19,127.1317174,37.50594889
19,127.1034178,37.50856135
19,126.8164535,37.58566613
19,126.8771851,37.50127567
19,126.9022103,37.48427922
19,127.0737078,37.55983509
20,127.0668206,37.57603432
20,126.8602541,37.49667843
20,127.0169049,37.58936078
20,126.8270683,37.53885739
20,127.0356428,37.49028717
20,127.0785766,37.49946173
20,126.8475203,37.52995871
20,126.9060274,37.57353209
20,127.129303,37.53658752
20,126.8316682,37.53077141
20,126.8374145,37.52088897
20,127.0589677,37.56338635
20,126.8608626,37.55797338
20,127.1317174,37.50594889
20,127.032418,37.64440506
20,127.1034178,37.50856135
20,126.8164535,37.58566613
20,126.8771851,37.50127567
20,126.9022103,37.48427922
20,127.0737078,37.55983509
21,127.0668206,37.57603432
21,126.8602541,37.49667843
21,127.0169049,37.58936078
21,126.8270683,37.53885739
21,127.0356428,37.49028717
21,127.0785766,37.49946173
21,126.8475203,37.52995871
21,126.9060274,37.57353209
21,127.129303,37.53658752
21,126.8316682,37.53077141
21,126.8374145,37.52088897
21,127.0589677,37.56338635
21,126.8608626,37.55797338
21,127.1317174,37.50594889
21,127.032418,37.64440506
21,126.8978669,37.46172322
21,127.1034178,37.50856135
21,126.8164535,37.58566613
21,126.8771851,37.50127567
21,126.9022103,37.48427922
21,127.0737078,37.55983509
22,127.0668206,37.57603432
22,126.8602541,37.49667843
22,127.0169049,37.58936078
22,126.8270683,37.53885739
22,127.0356428,37.49028717
22,127.0785766,37.49946173
22,126.8475203,37.52995871
22,126.9060274,37.57353209
22,127.129303,37.53658752
22,126.8316682,37.53077141
22,126.8374145,37.52088897
22,127.0589677,37.56338635
22,126.8608626,37.55797338
22,127.1317174,37.50594889
22,127.032418,37.64440506
22,126.8978669,37.46172322
22,127.0609412,37.61296776
22,127.1034178,37.50856135
22,126.8164535,37.58566613
22,126.8771851,37.50127567
