학교종류명,설립구분,학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,경도,위도,X,Y,CLSS
각종학교(중),사립,선화예술중학교,서울특별시성동광진교육지원청,4991," 서울특별시 광진구 천호대로 664 "," / 선화예술중고등학교 (능동) ",127.087646,37.5504333,963576,1950201,정좌표
초등학교,공립,서울숭신초등학교,서울특별시성동광진교육지원청,4702," 서울특별시 성동구 마장로 161 ",(하왕십리동),127.0278149,37.5676433,958301,1952135,정좌표
중학교,공립,행당중학교,서울특별시성동광진교육지원청,4764," 서울특별시 성동구 왕십리로 189 ",(행당동/행당중학교),127.0422699,37.554408,959570,1950660,정좌표
중학교,사립,한양대학교사범대학부속중학교,서울특별시성동광진교육지원청,4761," 서울특별시 성동구 마조로 42 ",(사근동/한양사대부속중?고등학교),127.0430292,37.5614063,959641,1951437,정좌표
중학교,공립,자양중학교,서울특별시성동광진교육지원청,5069," 서울특별시 광진구 뚝섬로41길 33 ",(자양동/서울자양중학교),127.0745463,37.535329,962411,1948530,정좌표
중학교,공립,용곡중학교,서울특별시성동광진교육지원청,4940," 서울특별시 광진구 용마산로22길 76 ",(중곡동/용곡중학교),127.0889059,37.565932,963695,1951920,정좌표
중학교,공립,옥정중학교,서울특별시성동광진교육지원청,4734," 서울특별시 성동구 한림말길 11 "," / 옥정중학교 (옥수동) ",127.012369,37.541502,956921,1949242,정좌표
중학교,공립,양진중학교,서울특별시성동광진교육지원청,4982," 서울특별시 광진구 워커힐로 32 "," / 양진중학교 ",127.0981961,37.5445855,964505,1949548,정좌표
중학교,공립,신양중학교,서울특별시성동광진교육지원청,5087," 서울특별시 광진구 자양강변길 73 "," / 신양중학교 (자양동) ",127.0631988,37.5334194,961408,1948323,정좌표
중학교,공립,성원중학교,서울특별시성동광진교육지원청,4775," 서울특별시 성동구 성덕정9가길 13 "," (성수동2가/ 성원중학교) ",127.0520024,37.5392769,960422,1948978,정좌표
중학교,공립,성수중학교,서울특별시성동광진교육지원청,4768," 서울특별시 성동구 서울숲길 18 "," (성수동1가/ 성수중학교) ",127.038486,37.5476555,959232,1949913,정좌표
중학교,공립,무학중학교,서울특별시성동광진교육지원청,4716," 서울특별시 성동구 행당로 120 ",(행당동),127.032509,37.557419,958709,1950999,정좌표
중학교,공립,마장중학교,서울특별시성동광진교육지원청,4753," 서울특별시 성동구 마장로35나길 31 "," / 마장중학교 (마장동) ",127.0421148,37.5682918,959564,1952201,정좌표
중학교,사립,대원국제중학교,서울특별시성동광진교육지원청,4939," 서울특별시 광진구 용마산로22길 26 "," / 대원국제중학교 (중곡동) ",127.0891091,37.5631854,963711,1951615,정좌표
중학교,공립,동마중학교,서울특별시성동광진교육지원청,4759," 서울특별시 성동구 마조로11길 18 ",(마장동),127.0402409,37.562591,959395,1951569,정좌표
중학교,사립,동국대학교사범대학부속여자중학교,서울특별시성동광진교육지원청,5038," 서울특별시 광진구 광나루로36길 47 "," / 동국대학교사범대학부속여자중학교 (구의동) ",127.086791,37.5425876,963497,1949331,정좌표
중학교,공립,구의중학교,서울특별시성동광진교육지원청,5022," 서울특별시 광진구 광나루로30길 80 ",(화양동),127.0788654,37.5429495,962797,1949374,정좌표
중학교,공립,광희중학교,서울특별시성동광진교육지원청,4742," 서울특별시 성동구 독서당로62길 46 "," / 광희중학교 (응봉동) ",127.0339601,37.5510966,958834,1950297,정좌표
중학교,공립,광진중학교,서울특별시성동광진교육지원청,5114," 서울특별시 광진구 뚝섬로64길 45 ",(자양동/광진중학교),127.0899489,37.532286,963771,1948187,정좌표
중학교,공립,광장중학교,서울특별시성동광진교육지원청,4966," 서울특별시 광진구 광장로1길 1 "," / 광장중학교 (광장동) ",127.1017741,37.5472438,964822,1949842,정좌표
중학교,공립,광양중학교,서울특별시성동광진교육지원청,5104," 서울특별시 광진구 자양로3길 7 ",(자양동),127.0860709,37.5302016,963427,1947957,정좌표
중학교,공립,광남중학교,서울특별시성동광진교육지원청,4973," 서울특별시 광진구 아차산로70길 17-62 "," / 광남중학교 (광장동) ",127.1013913,37.540483,964785,1949092,정좌표
중학교,공립,경일중학교,서울특별시성동광진교육지원청,4779," 서울특별시 성동구 성수일로 27 ",(성수동1가),127.0480192,37.5437411,960072,1949475,정좌표
중학교,공립,경수중학교,서울특별시성동광진교육지원청,4785," 서울특별시 성동구 뚝섬로13길 14 ",(성수동2가),127.0586077,37.53951,961005,1949001,정좌표
중학교,사립,건국대학교사범대학부속중학교,서울특별시성동광진교육지원청,5025," 서울특별시 광진구 자양로 145-1 ",건국대학교사범대학부속중학교,127.0815902,37.5412948,963037,1949189,정좌표
초등학교,사립,한양초등학교,서울특별시성동광진교육지원청,4763," 서울특별시 성동구 살곶이길 208 "," / 한양초등학교 (사근동) ",127.0503846,37.5579876,960289,1951054,정좌표
초등학교,사립,세종초등학교,서울특별시성동광진교육지원청,5006," 서울특별시 광진구 군자로 114 "," / 세종초등학교 (군자동) ",127.0729829,37.5528511,962282,1950475,정좌표
초등학교,사립,성동초등학교,서울특별시성동광진교육지원청,5114," 서울특별시 광진구 자양로4길 63 ",(자양동),127.0894094,37.5329216,963723,1948257,정좌표
초등학교,공립,서울화양초등학교,서울특별시성동광진교육지원청,5011," 서울특별시 광진구 군자로 9 ",(화양동),127.0711082,37.5443214,962112,1949529,정좌표
초등학교,공립,서울행현초등학교,서울특별시성동광진교육지원청,4713," 서울특별시 성동구 행당로 95 ",(행당동),127.0293701,37.5577086,958432,1951032,정좌표
초등학교,공립,서울행당초등학교,서울특별시성동광진교육지원청,4746," 서울특별시 성동구 고산자로8길 6 "," / 서울행당초등학교 (행당동) ",127.0346723,37.5564275,958900,1950888,정좌표
초등학교,공립,서울중마초등학교,서울특별시성동광진교육지원청,4907," 서울특별시 광진구 동일로72길 43 ",(중곡동),127.0796129,37.565905,962874,1951921,정좌표
초등학교,공립,서울중광초등학교,서울특별시성동광진교육지원청,4908," 서울특별시 광진구 긴고랑로13길 59 ",(중곡동/중광초등학교),127.0824291,37.56517,963122,1951838,정좌표
초등학교,공립,서울장안초등학교,서울특별시성동광진교육지원청,5004," 서울특별시 광진구 군자로 74 ",(군자동),127.0722465,37.5501782,962216,1950179,정좌표
초등학교,공립,서울자양초등학교,서울특별시성동광진교육지원청,5054," 서울특별시 광진구 아차산로44길 26 ",(자양동),127.0795502,37.5369539,962854,1948709,정좌표
초등학교,공립,서울응봉초등학교,서울특별시성동광진교육지원청,4742," 서울특별시 성동구 독서당로62길 28 "," (응봉동/ 응봉초등학교) ",127.0336998,37.5502204,958811,1950200,정좌표
초등학교,공립,서울용마초등학교,서울특별시성동광진교육지원청,4926," 서울특별시 광진구 천호대로113길 10 ",(중곡동),127.0843158,37.5580755,963286,1951050,정좌표
초등학교,공립,서울용답초등학교,서울특별시성동광진교육지원청,4805," 서울특별시 성동구 용답25길 1 "," / 서울용답초등학교 ",127.053586,37.5607976,960573,1951365,정좌표
초등학교,공립,서울용곡초등학교,서울특별시성동광진교육지원청,4940," 서울특별시 광진구 용마산로22길 82 "," / 서울용곡초등학교 (중곡동) ",127.0887484,37.5667778,963681,1952014,정좌표
초등학교,공립,서울옥정초등학교,서울특별시성동광진교육지원청,4735," 서울특별시 성동구 한림말길 43 ",(옥수동/옥정초등학교),127.0156011,37.5418174,957207,1949275,정좌표
초등학교,공립,서울옥수초등학교,서울특별시성동광진교육지원청,4740," 서울특별시 성동구 금호로1길 25 "," / 옥수초등학교 (금호동4가) ",127.0218037,37.5460317,957758,1949740,정좌표
초등학교,공립,서울양진초등학교,서울특별시성동광진교육지원청,4982," 서울특별시 광진구 워커힐로 32 ",(광장동/양진초중학교),127.0981961,37.5445855,964505,1949548,정좌표
초등학교,공립,서울양남초등학교,서울특별시성동광진교육지원청,5114," 서울특별시 광진구 뚝섬로64길 71 "," / (자양동/ 서울양남초등학교) ",127.0896612,37.5308241,963744,1948025,정좌표
초등학교,공립,서울신자초등학교,서울특별시성동광진교육지원청,5110," 서울특별시 광진구 뚝섬로46길 64 "," / 서울신자초등학교 (자양동) ",127.0754592,37.5301281,962489,1947953,정좌표
초등학교,공립,서울신양초등학교,서울특별시성동광진교육지원청,5090," 서울특별시 광진구 능동로 42 "," / 신양초등학교 (자양동) ",127.0695664,37.5345329,961971,1948444,정좌표
초등학교,공립,서울송원초등학교,서울특별시성동광진교육지원청,4800," 서울특별시 성동구 동일로43길 9 ",(송정동),127.0695605,37.5541216,961980,1950617,정좌표
초등학교,공립,서울성자초등학교,서울특별시성동광진교육지원청,5102," 서울특별시 광진구 뚝섬로56길 7 "," / 서울성자초등학교 (자양동) ",127.0833185,37.5313787,963184,1948089,정좌표
초등학교,공립,서울성수초등학교,서울특별시성동광진교육지원청,4798," 서울특별시 성동구 아차산로17길 21 ",(성수동2가),127.0631769,37.5442137,961411,1949521,정좌표
초등학교,공립,서울사근초등학교,서울특별시성동광진교육지원청,4761," 서울특별시 성동구 사근동11길 16 "," (사근동/ 사근초등학교) ",127.0477401,37.5630032,960058,1951612,정좌표
초등학교,공립,서울무학초등학교,서울특별시성동광진교육지원청,4710," 서울특별시 성동구 무학봉15길 21 "," / 서울무학초등학교 (하왕십리동) ",127.0295035,37.563134,958447,1951634,정좌표
초등학교,공립,서울마장초등학교,서울특별시성동광진교육지원청,4753," 서울특별시 성동구 마장로35나길 31 "," / 서울마장초등학교 (마장동) ",127.0421148,37.5682918,959564,1952201,정좌표
초등학교,공립,서울동호초등학교,서울특별시성동광진교육지원청,4731," 서울특별시 성동구 동호로5길 133 "," / 서울동호초등학교 (옥수동/ 동호초등학교) ",127.0100176,37.5464651,956717,1949794,정좌표
초등학교,공립,서울동자초등학교,서울특별시성동광진교육지원청,5069," 서울특별시 광진구 뚝섬로 561 ",(자양동),127.0725615,37.5347998,962236,1948472,정좌표
초등학교,공립,서울동의초등학교,서울특별시성동광진교육지원청,4948," 서울특별시 광진구 영화사로 111 ",(구의동/서울동의초등학교),127.0989057,37.5533221,964572,1950517,정좌표
초등학교,공립,서울동명초등학교,서울특별시성동광진교육지원청,4705," 서울특별시 성동구 마장로29길 29 "," / 서울동명초등학교 (마장동) ",127.0356897,37.5688162,958997,1952262,정좌표
초등학교,공립,서울금호초등학교,서울특별시성동광진교육지원청,4726," 서울특별시 성동구 무수막길 69 "," / 서울금호초등학교 (금호동2가) ",127.0203075,37.5522726,957629,1950433,정좌표
초등학교,공립,서울금옥초등학교,서울특별시성동광진교육지원청,4725," 서울특별시 성동구 독서당로 251 "," (금호동4가/ 서울금옥초등학교) ",127.0183458,37.5465166,957452,1949796,정좌표
초등학교,공립,서울금북초등학교,서울특별시성동광진교육지원청,4721," 서울특별시 성동구 행당로1길 13 "," / 서울금북초등학교 (금호동1가) ",127.0235331,37.5574623,957917,1951008,정좌표
초등학교,공립,서울구의초등학교,서울특별시성동광진교육지원청,5022," 서울특별시 광진구 광나루로30길 49 "," / 서울구의초등학교 (화양동) ",127.0799969,37.5429584,962897,1949375,정좌표
초등학교,공립,서울구남초등학교,서울특별시성동광진교육지원청,5048," 서울특별시 광진구 구의강변로 69 "," / 서울구남초등학교 (구의동) ",127.0923006,37.5370977,963981,1948720,정좌표
초등학교,공립,서울광진초등학교,서울특별시성동광진교육지원청,4980," 서울특별시 광진구 자양로40길 41 "," / 서울광진초등학교 (구의동) ",127.0913471,37.5476056,963902,1949886,정좌표
초등학교,공립,서울광장초등학교,서울특별시성동광진교육지원청,4966," 서울특별시 광진구 광장로1길 27 "," / 서울광장초등학교 (광장동) ",127.1011943,37.5484108,964772,1949971,정좌표
초등학교,공립,서울광남초등학교,서울특별시성동광진교육지원청,4973," 서울특별시 광진구 아차산로70길 35 ",(광장동),127.1009665,37.5409934,964748,1949149,정좌표
초등학교,공립,서울경일초등학교,서울특별시성동광진교육지원청,4774," 서울특별시 성동구 뚝섬로 332 ",(성수동1가),127.0468825,37.5405783,959970,1949124,정좌표
초등학교,공립,서울경수초등학교,서울특별시성동광진교육지원청,4785," 서울특별시 성동구 뚝섬로13길 22 ",(성수동2가/경수초등학교),127.0580425,37.5403615,960956,1949095,정좌표
초등학교,공립,서울경동초등학교,서울특별시성동광진교육지원청,4781," 서울특별시 성동구 성수일로 34 ",(성수동1가/경동초등학교),127.0502751,37.5434259,960271,1949439,정좌표
초등학교,사립,경복초등학교,서울특별시성동광진교육지원청,4991," 서울특별시 광진구 천호대로130길 58 "," / 경복초등학교 (능동) ",127.0871578,37.5496276,963532,1950112,정좌표
중학교,사립,중앙대학교사범대학부속중학교,서울특별시동작관악교육지원청,6980," 서울특별시 동작구 서달로 124 "," / 중앙대학교사범대학부속중학교 (흑석동) ",126.9614469,37.5040504,952399,1945111,정좌표
중학교,공립,장승중학교,서울특별시동작관악교육지원청,6963," 서울특별시 동작구 장승배기로10가길 25 "," / 장승중학교 (상도동) ",126.9407792,37.5035515,950572,1945067,정좌표
중학교,공립,인헌중학교,서울특별시동작관악교육지원청,8795," 서울특별시 관악구 인헌9길 35 "," / 인헌중학교 (봉천동) ",126.9696001,37.4728644,953100,1941647,정좌표
중학교,공립,영등포중학교,서울특별시동작관악교육지원청,6933," 서울특별시 동작구 등용로8길 5 "," / 영등포중학교 (대방동) ",126.9340521,37.5081584,949981,1945581,정좌표
중학교,공립,신림중학교,서울특별시동작관악교육지원청,8841," 서울특별시 관악구 신림로 40 ",(신림동/신림중학교),126.9452923,37.4705415,950949,1941402,정좌표
중학교,공립,신관중학교,서울특별시동작관악교육지원청,8781," 서울특별시 관악구 신림로48길 17-16 "," / (신림동 신관중학교) ",126.9344531,37.4799413,949997,1942451,정좌표
중학교,사립,숭의여자중학교,서울특별시동작관악교육지원청,6944," 서울특별시 동작구 여의대방로36길 79 ",(대방동),126.9291128,37.5079155,949544,1945557,정좌표
중학교,사립,성보중학교,서울특별시동작관악교육지원청,8773," 서울특별시 관악구 남부순환로156길 39 "," 성보중학교 (신림동) ",126.9207133,37.4801139,948783,1942477,정좌표
중학교,사립,성남중학교,서울특별시동작관악교육지원청,6946," 서울특별시 동작구 대방동길 74 ",(대방동),126.9261312,37.5060322,949279,1945350,정좌표
중학교,사립,서울문영여자중학교,서울특별시동작관악교육지원청,8833," 서울특별시 관악구 관악로 85 ",(봉천동),126.951349,37.4731724,951487,1941691,정좌표
중학교,공립,상현중학교,서울특별시동작관악교육지원청,7028," 서울특별시 동작구 사당로2길 2-19 ",(상도동),126.9614042,37.4940664,952389,1944004,정좌표
중학교,공립,상도중학교,서울특별시동작관악교육지원청,7028," 서울특별시 동작구 사당로2가길 72 "," / 상도중학교 (사당동) ",126.9615057,37.4908235,952396,1943644,정좌표
중학교,공립,삼성중학교,서울특별시동작관악교육지원청,8816," 서울특별시 관악구 신림로3가길 39-24 ",(신림동/삼성중학교),126.9428159,37.4673747,950728,1941052,정좌표
중학교,공립,사당중학교,서울특별시동작관악교육지원청,7003," 서울특별시 동작구 사당로9가길 58 "," / 사당중학교 (사당동) ",126.9688652,37.4876803,953045,1943291,정좌표
중학교,공립,봉원중학교,서울특별시동작관악교육지원청,8736," 서울특별시 관악구 관악로24가길 15 "," / 봉원중학교 (봉천동/봉원중학교) ",126.958365,37.4840921,952114,1942899,정좌표
중학교,공립,봉림중학교,서울특별시동작관악교육지원청,8782," 서울특별시 관악구 장군봉길 72 ",(봉천동),126.9381515,37.4806504,950325,1942527,정좌표
중학교,공립,미성중학교,서울특별시동작관악교육지원청,8863," 서울특별시 관악구 문성로16길 40 ",(신림동),126.9121778,37.4753772,948025,1941956,정좌표
중학교,공립,문창중학교,서울특별시동작관악교육지원청,7057," 서울특별시 동작구 여의대방로22나길 40 ",(신대방동),126.9216625,37.4958818,948877,1944226,정좌표
중학교,공립,동작중학교,서울특별시동작관악교육지원청,6992," 서울특별시 동작구 동작대로39가길 83 ",(동작동),126.9772563,37.4950787,953791,1944108,정좌표
중학교,사립,동양중학교,서울특별시동작관악교육지원청,6910," 서울특별시 동작구 흑석로9길 94 "," / 동양중학교 (흑석동) ",126.9572263,37.509879,952030,1945760,정좌표
중학교,공립,대방중학교,서울특별시동작관악교육지원청,7064," 서울특별시 동작구 여의대방로10길 24 "," (신대방동/ 대방중학교) ",126.9137768,37.4953411,948180,1944170,정좌표
중학교,공립,당곡중학교,서울특별시동작관악교육지원청,8711," 서울특별시 관악구 봉천로13길 101 "," / 당곡중학교 (봉천동) ",126.933061,37.4919667,949882,1943786,정좌표
중학교,공립,남성중학교,서울특별시동작관악교육지원청,7022," 서울특별시 동작구 남부순환로269길 166 ",(사당동/남성중학교),126.9723759,37.4790338,953350,1942330,정좌표
중학교,공립,남서울중학교,서울특별시동작관악교육지원청,8773," 서울특별시 관악구 남부순환로172길 97 "," / 남서울중학교 (신림동) ",126.9215919,37.481915,948861,1942677,정좌표
중학교,사립,남강중학교,서울특별시동작관악교육지원청,8854," 서울특별시 관악구 난곡로34길 80 ",(신림동/남강중고등학교),126.9247407,37.4720592,949133,1941581,정좌표
중학교,공립,난우중학교,서울특별시동작관악교육지원청,8857," 서울특별시 관악구 난곡로16길 32 "," / 난우중학교 (신림동) ",126.9228165,37.4667075,948959,1940989,정좌표
중학교,공립,국사봉중학교,서울특별시동작관악교육지원청,7038," 서울특별시 동작구 양녕로20길 20 "," / 국사봉중학교 (상도동) ",126.9440852,37.4936606,950858,1943968,정좌표
중학교,공립,구암중학교,서울특별시동작관악교육지원청,8723," 서울특별시 관악구 성현로 53 ",(봉천동),126.9485196,37.492754,951249,1943865,정좌표
중학교,사립,광신중학교,서울특별시동작관악교육지원청,8847," 서울특별시 관악구 광신길 141 "," / 광신중학교 (신림동) ",126.9256313,37.4651293,949207,1940812,정좌표
중학교,공립,관악중학교,서울특별시동작관악교육지원청,8741," 서울특별시 관악구 남부순환로237길 60 "," / 관악중학교 (봉천동) ",126.9618242,37.4808788,952418,1942540,정좌표
중학교,공립,강현중학교,서울특별시동작관악교육지원청,6953," 서울특별시 동작구 상도로13라길 22 "," / 강현중학교 (상도동) ",126.9312827,37.5032767,949733,1945041,정좌표
중학교,공립,강남중학교,서울특별시동작관악교육지원청,6955," 서울특별시 동작구 대방동15길 29 "," (대방동/ 강남중학교) ",126.9222337,37.5025638,948932,1944967,정좌표
초등학교,사립,중앙대학교사범대학부속초등학교,서울특별시동작관악교육지원청,6973," 서울특별시 동작구 서달로 135 "," (흑석동/ 중앙대부속초등학교) ",126.9598231,37.5053336,952256,1945255,정좌표
초등학교,공립,서울흑석초등학교,서울특별시동작관악교육지원청,6904," 서울특별시 동작구 현충로 87 "," / 서울흑석초등학교 (흑석동) ",126.9652528,37.508553,952738,1945609,정좌표
초등학교,공립,서울행림초등학교,서울특별시동작관악교육지원청,7031," 서울특별시 동작구 솔밭로 47 ",(사당동/행림초등학교),126.9643715,37.4830997,952644,1942786,정좌표
초등학교,공립,서울청룡초등학교,서울특별시동작관악교육지원청,8833," 서울특별시 관악구 관악로5길 61 ",(봉천동),126.9512119,37.4757031,951476,1941972,정좌표
초등학교,공립,서울조원초등학교,서울특별시동작관악교육지원청,8701," 서울특별시 관악구 조원로 67 ",(신림동),126.9094846,37.4841015,947792,1942926,정좌표
초등학교,공립,서울인헌초등학교,서울특별시동작관악교육지원청,8792," 서울특별시 관악구 낙성대로 23 ",(봉천동),126.9600516,37.4766193,952258,1942069,정좌표
초등학교,공립,서울은천초등학교,서울특별시동작관악교육지원청,8716," 서울특별시 관악구 은천로 69 ",(봉천동),126.9428019,37.4868282,950740,1943210,정좌표
초등학교,공립,서울은로초등학교,서울특별시동작관악교육지원청,6973," 서울특별시 동작구 서달로 115 "," / 서울은로초등학교 (흑석동) ",126.9602142,37.5032286,952290,1945021,정좌표
초등학교,공립,서울원신초등학교,서울특별시동작관악교육지원청,8846," 서울특별시 관악구 광신길 177 "," / 원신초등학교 (신림동) ",126.927401,37.4670646,949365,1941026,정좌표
초등학교,공립,서울원당초등학교,서울특별시동작관악교육지원청,8739," 서울특별시 관악구 봉천로 505 ",(봉천동),126.9560766,37.4811615,951910,1942575,정좌표
초등학교,공립,서울영화초등학교,서울특별시동작관악교육지원청,6933," 서울특별시 동작구 등용로8길 3 "," / 서울영화초등학교 (대방동) ",126.9330236,37.5088969,949890,1945664,정좌표
초등학교,공립,서울영본초등학교,서울특별시동작관악교육지원청,6915," 서울특별시 동작구 만양로12가길 69 "," / 서울영본초등학교 (본동) ",126.948552,37.510604,951264,1945845,정좌표
초등학교,공립,서울신우초등학교,서울특별시동작관악교육지원청,8823," 서울특별시 관악구 호암로 498 "," / 신우초등학교 (신림동) ",126.9323363,37.4626311,949798,1940531,정좌표
초등학교,공립,서울신성초등학교,서울특별시동작관악교육지원청,8839," 서울특별시 관악구 신림로 114 "," / 서울신성초등학교 (신림동) ",126.9371588,37.4717121,950231,1941536,정좌표
초등학교,공립,서울신상도초등학교,서울특별시동작관악교육지원청,6967," 서울특별시 동작구 장승배기로 14 ",(상도동/서울신상도초등학교),126.9440578,37.5004272,950860,1944718,정좌표
초등학교,공립,서울신봉초등학교,서울특별시동작관악교육지원청,8747," 서울특별시 관악구 양녕로6나길 1 ",(봉천동),126.9492093,37.4854977,951305,1943059,정좌표
초등학교,공립,서울신림초등학교,서울특별시동작관악교육지원청,8842," 서울특별시 관악구 문성로28길 31 "," / 서울신림초등학교 (신림동) ",126.9273018,37.4771734,949363,1942147,정좌표
초등학교,공립,서울신남성초등학교,서울특별시동작관악교육지원청,7030," 서울특별시 동작구 사당로 146 ",(사당동),126.9651202,37.4886567,952714,1943402,정좌표
초등학교,공립,서울신길초등학교,서울특별시동작관악교육지원청,6941," 서울특별시 동작구 알마타길 16 ",(대방동),126.9264997,37.5103065,949315,1945824,정좌표
초등학교,공립,서울상현초등학교,서울특별시동작관악교육지원청,7039," 서울특별시 동작구 상도로58길 21 ",(상도동),126.9526742,37.4948634,951618,1944097,정좌표
초등학교,공립,서울상도초등학교,서울특별시동작관악교육지원청,6961," 서울특별시 동작구 성대로21길 62 ",(상도동/상도초등학교),126.9373714,37.4998086,950268,1944653,정좌표
초등학교,공립,서울삼일초등학교,서울특별시동작관악교육지원청,7000," 서울특별시 동작구 사당로23나길 27 "," / 서울삼일초등학교 (사당동) ",126.9752122,37.4882581,953606,1943352,정좌표
초등학교,공립,서울삼성초등학교,서울특별시동작관악교육지원청,8816," 서울특별시 관악구 대학7길 52 "," / 삼성초등학교 (신림동) ",126.9409781,37.4678358,950566,1941104,정좌표
초등학교,공립,서울사당초등학교,서울특별시동작관악교육지원청,8804," 서울특별시 관악구 남현4길 51 "," / 서울사당초등학교 (남현동) ",126.9741892,37.4737604,953507,1941745,정좌표
초등학교,공립,서울봉현초등학교,서울특별시동작관악교육지원청,8723," 서울특별시 관악구 성현로 117 ",(봉천동/서울봉현초등학교),126.9556552,37.4911234,951879,1943680,정좌표
초등학교,공립,서울봉천초등학교,서울특별시동작관악교육지원청,8736," 서울특별시 관악구 행운1라길 17 "," / 서울봉천초등학교 (봉천동/봉천초등학교) ",126.9578933,37.4830517,952072,1942784,정좌표
초등학교,공립,서울본동초등학교,서울특별시동작관악교육지원청,6907," 서울특별시 동작구 노량진로26길 16-40 "," / 서울본동초등학교 (본동) ",126.9537388,37.5101455,951722,1945792,정좌표
초등학교,공립,서울보라매초등학교,서울특별시동작관악교육지원청,7063," 서울특별시 동작구 여의대방로16길 30 "," / 서울보라매초등학교 (신대방동) ",126.9161335,37.4958132,948388,1944221,정좌표
초등학교,공립,서울미성초등학교,서울특별시동작관악교육지원청,8770," 서울특별시 관악구 문성로 79 "," / 서울미성초등학교 (신림동) ",126.9126831,37.4779589,948071,1942242,정좌표
초등학교,공립,서울문창초등학교,서울특별시동작관악교육지원청,7066," 서울특별시 동작구 신대방2길 14 ",(신대방동/서울문창초등학교),126.9140157,37.4889999,948196,1943467,정좌표
초등학교,공립,서울동작초등학교,서울특별시동작관악교육지원청,6992," 서울특별시 동작구 동작대로29길 214 "," / 서울동작초등학교 (사당동) ",126.977064,37.4942571,953773,1944017,정좌표
초등학교,공립,서울대림초등학교,서울특별시동작관악교육지원청,6954," 서울특별시 동작구 대방동1길 22 ",(대방동),126.9253826,37.5006552,949209,1944754,정좌표
초등학교,공립,서울당곡초등학교,서울특별시동작관악교육지원청,8711," 서울특별시 관악구 보라매로2길 23 "," / 23 (봉천동/당곡초등학교) ",126.9298987,37.4901,949601,1943580,정좌표
초등학교,공립,서울노량진초등학교,서울특별시동작관악교육지원청,6924," 서울특별시 동작구 장승배기로 160 ",(노량진동),126.9409162,37.5114639,950589,1945944,정좌표
초등학교,공립,서울남성초등학교,서울특별시동작관악교육지원청,7005," 서울특별시 동작구 사당로23길 57-14 "," (사당동/ 서울남성초등학교) ",126.9758987,37.4843535,953664,1942919,정좌표
초등학교,공립,서울남사초등학교,서울특별시동작관악교육지원청,7014," 서울특별시 동작구 동작대로13길 22 ",(사당동),126.9785839,37.4822953,953900,1942689,정좌표
초등학교,공립,서울남부초등학교,서울특별시동작관악교육지원청,8763," 서울특별시 관악구 남부순환로163길 14 "," / 서울남부초등학교 (신림동) ",126.9221236,37.4850465,948911,1943024,정좌표
초등학교,공립,서울난향초등학교,서울특별시동작관악교육지원청,8859," 서울특별시 관악구 난향길 9 ",(신림동/난향초등학교),126.9180516,37.462402,948535,1940514,정좌표
초등학교,공립,서울난우초등학교,서울특별시동작관악교육지원청,8850," 서울특별시 관악구 난우길 40 ",(신림동/난우초등학교),126.9178311,37.4769159,948525,1942124,정좌표
초등학교,공립,서울난곡초등학교,서울특별시동작관악교육지원청,8858," 서울특별시 관악구 난곡로35길 102 "," (신림동/ 난곡초등학교) ",126.9166416,37.4692461,948415,1941274,정좌표
초등학교,공립,서울구암초등학교,서울특별시동작관악교육지원청,8724," 서울특별시 관악구 구암길 1 "," / 서울구암초등학교 (봉천동) ",126.9468917,37.4894958,951103,1943504,정좌표
초등학교,공립,서울관악초등학교,서울특별시동작관악교육지원청,8785," 서울 관악구 청룡4길 49 "," / 관악초등학교 (봉천동/관악초등학교) ",126.9428751,37.4808279,950742,1942545,정좌표
초등학교,공립,서울강남초등학교,서울특별시동작관악교육지원청,6912," 서울특별시 동작구 강남초등길 15 ",(상도1동),126.952747,37.5058477,951631,1945315,정좌표
중학교,공립,강빛중학교,서울특별시강동송파교육지원청,5201," 서울특별시 강동구 아리수로93다길 1 "," (강일동/ 강빛초중통합학교) ",127.1717256,37.5746065,971012,1952854,정좌표
초등학교,공립,서울강빛초등학교,서울특별시강동송파교육지원청,5201," 서울특별시 강동구 아리수로93다길 1 "," (강일동/ 강빛초중통합학교) ",127.1717256,37.5746065,971012,1952854,정좌표
초등학교,공립,서울고현초등학교,서울특별시강동송파교육지원청,5274," 서울특별시 강동구 상일로11길 110 "," / 서울고현초등학교 ",127.1659213,37.5540037,970491,1950570,정좌표
중학교,공립,해누리중학교,서울특별시강동송파교육지원청,5698," 서울특별시 송파구 송파대로37길 95 "," / 해누리중학교 (가락동) ",127.1021219,37.4984095,964830,1944424,정좌표
초등학교,공립,서울해누리초등학교,서울특별시강동송파교육지원청,5698," 서울특별시 송파구 송파대로37길 95 ",(가락동),127.1021219,37.4984095,964830,1944424,정좌표
초등학교,공립,서울강솔초등학교,서울특별시강동송파교육지원청,5214," 서울특별시 강동구 고덕로97길 80 "," / 서울강솔초등학교 (강일동) ",127.180342,37.562097,971768,1951463,정좌표
초등학교,공립,서울위례별초등학교,서울특별시강동송파교육지원청,5850," 서울특별시 송파구 위례광장로 243 "," / 서울위례별초등학교 (장지동) ",127.1449007,37.4789666,968603,1942252,정좌표
중학교,사립,한영중학교,서울특별시강동송파교육지원청,5279," 서울특별시 강동구 동남로 832 "," / 한영중학교 (상일동) ",127.1581016,37.5488933,969799,1950005,정좌표
